Financial Institution Name,total_assets,defaulter,Failure_Assistance ,log_TA,NI_to_TA,Equity_to_TA,NPL_to_TL,REO_to_TA,ALLL_to_TL,core_deposits_to_TA,brokered_deposits_to_TA,liquid_assets_to_TA,loss_provision_to_TL,ROA,NIM,assets_growth,term_spread,stock_mkt_growth,real_gdp_growth,unemployment_rate_change,treasury_yield_3m,bbb_spread,bbb_spread_change,log_TA_plus_1Q,NI_to_TA_plus_1Q,Equity_to_TA_plus_1Q,NPL_to_TL_plus_1Q,REO_to_TA_plus_1Q,ALLL_to_TL_plus_1Q,core_deposits_to_TA_plus_1Q,brokered_deposits_to_TA_plus_1Q,liquid_assets_to_TA_plus_1Q,loss_provision_to_TL_plus_1Q,ROA_plus_1Q,NIM_plus_1Q,assets_growth_plus_1Q,max_total_assets
LIBERTY BANK OF ARKANSAS,2825501,0,,2.155963003,-0.022920919,0.28798537,-0.465976274,0.603665955,0.180388818,-0.753906808,0.519458485,-0.343343376,0.000189803,-0.022920919,-0.282596651,-0.091671744,-0.400396348,0.188967984,-0.387875336,-0.782792199,-0.896454604,0.081523966,0.161157207,2.162257651,0.042833585,0.29381599,-0.148796373,0.590080299,0.21118165,-0.846632528,0.489658587,-0.362671203,-0.000775523,0.042833585,-0.417696726,-0.11169494,2852726
STATE BANK AND TRUST COMPANY,2597324,0,,2.093867174,0.269510577,0.284044565,9.693607115,5.56633757,-0.898551493,0.468186882,-0.182974509,-0.272382686,-0.002965905,0.269510577,0.774023018,-0.084095947,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,2.125879155,0.332462656,0.259791802,8.962137779,4.883067801,-0.925759827,0.63418275,-0.182974509,-0.307712033,-0.003094531,0.332462656,0.750946992,0.317065721,3455981
CANYON NATIONAL BANK,247469,1,FAILURE,0.360169558,-0.657224719,-1.106195963,3.289978754,6.391854383,2.243598121,0.940732082,-0.182974509,-1.181689676,0.004869715,-0.657224719,0.274098094,-0.07699066,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,0.303450541,-2.411503044,-1.275677269,3.118982168,7.486540265,2.279343044,1.040116284,-0.182974509,-1.36807894,0.010829633,-2.411503044,0.668512589,-1.227687969,299452
PACIFIC STATE BANK,384616,1,FAILURE,0.685353404,-3.121436773,-0.873104646,0.632016121,3.046414149,0.356920169,-0.781629882,-0.182974509,-0.809855806,0.003837011,-3.121436773,-0.24640456,-0.802779866,1.175460299,1.644236672,-0.722746445,0.85960907,-0.836244824,1.300333284,-3.681971547,0.655947412,-4.354423709,-1.270619551,2.315350446,2.367075444,1.815579604,-0.737682781,-0.182974509,-0.659148875,0.075435792,-4.354423709,-0.487611421,-0.732235908,451696
COMMUNITY SOUTH BANK,471323,1,FAILURE,0.835274652,-2.269617621,-1.53712306,5.767700086,6.034985136,0.862790457,0.176090614,3.498854161,-1.27367659,0.039838202,-2.269617621,-0.469652092,-0.917408341,-0.771186147,0.568346912,0.080944216,-0.782792199,-0.896454604,0.758640254,-0.095051377,0.730537884,-0.291011752,-1.475243246,5.417127526,8.192877773,0.678237607,0.406238097,2.786859712,-1.354657547,-0.002088444,-0.291011752,-0.138399573,-2.144472631,715302
LAKELAND BANK,3621046,0,,2.338906332,0.072358161,-0.024990701,-0.499658624,-0.353726759,-0.315126481,0.662669674,0.20247575,-0.770679872,-0.003608176,0.072358161,-0.371013257,0.089553881,0.433880701,0.067939803,0.348841103,-0.454311945,-0.776035045,-0.460169064,0.161157207,2.353655237,0.04896447,-0.054519656,-0.549563485,-0.349203017,-0.343377162,0.521169023,0.150200608,-0.795182517,-0.003730084,0.04896447,-0.410623101,0.030907866,3861642
AMERIS BANK,2422345,0,,2.042433624,-2.592218433,-0.313397913,1.453524672,0.939616949,0.369782657,-0.013626933,-0.182974509,-0.601247553,0.017002345,-2.592218433,-0.251477952,0.795779805,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,2.022586805,-0.357378252,-0.274845228,1.791785505,1.654457585,0.330600809,-0.000157534,-0.182974509,-0.62393882,0.010147896,-0.357378252,-0.103569617,-0.563124478,5592561
PENINSULA BANK,637938,1,FAILURE,1.058497395,-3.202003091,-0.994566854,6.984866719,1.47558355,2.287135193,-1.34344744,-0.182974509,-0.593481318,0.067947154,-3.202003091,-2.824440642,-0.078686385,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,1.068019898,-1.037468192,-1.051990637,7.985257882,3.974702762,2.137955439,-1.30605365,-0.182974509,-0.454774942,0.016536787,-1.037468192,-2.015448759,-0.057055837,687897
WASHINGTON FIRST INTERNATIONAL BANK,643749,1,FAILURE,1.065184398,-1.272283066,-0.377841763,6.058735845,0.3268424,1.66228226,-2.663525614,-0.182974509,-0.969641156,0.022672549,-1.272283066,-1.843124825,-0.54328079,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,1.025417414,-3.470138216,-0.654542092,6.936603059,2.229958485,2.652858265,-2.390776131,-0.182974509,-0.895427707,0.081285523,-3.470138216,-2.020117447,-0.918025031,660297
"DOLLAR BANK, A FEDERAL SAVINGS BANK",6556861,0,,2.77676362,-0.038478089,-0.196769118,-0.435578602,-0.260940832,-0.568147513,0.627452523,-0.182974509,-0.90402657,-0.002624506,-0.038478089,-0.63422935,-0.020865524,-0.585791248,-0.51016622,-0.52182378,-0.125831691,-0.896454604,0.894063511,0.41736579,2.780713178,0.026459067,-0.156159755,-0.433205362,-0.299959679,-0.550663855,0.575832942,-0.182974509,-0.925513088,-0.002751346,0.026459067,-0.567790327,-0.151541404,7347353
FIRST CHEROKEE STATE BANK,244259,1,FAILURE,0.35054134,-2.25455562,-1.532783308,2.655892549,7.890006479,0.689337154,-0.093651992,0.069201369,-0.425366619,-0.004325596,-2.25455562,-0.84185468,-0.205351513,0.155788351,-2.083478376,-1.057617554,-0.454311945,-0.956664383,0.487793739,1.698408708,0.279984155,-1.442835597,-1.557976428,2.295410398,8.653867322,0.538027685,-0.092685025,0.094520975,-0.767431483,0.004254147,-1.442835597,-0.648199797,-1.485800613,333878
WASHINGTON TRUST BANK,3552080,0,,2.324725569,0.300942119,-0.452927912,-0.770023504,-0.369362826,0.024560585,0.094129747,-0.182974509,-0.921213298,-0.003777609,0.300942119,0.452241389,-0.017490134,-1.976252995,0.568579421,0.482789546,-0.125831691,1.873195258,-0.866438837,0.41736579,2.338798794,0.282725459,-0.416309277,-0.644419682,-0.369466894,0.027886491,-0.03477343,-0.182974509,-0.901212908,-0.003776708,0.282725459,0.44068726,0.019570815,5301172
RIDGEWOOD SAVINGS BANK,5156227,0,,2.59955051,-0.140333995,0.219609628,-0.533244022,-0.353532481,-0.747696214,0.058967547,-0.182974509,0.799796863,-0.004206829,-0.140333995,-1.292560088,-0.162441959,0.341183251,0.42420515,1.487402872,-1.76823296,-0.956664383,-0.595592322,-0.35125996,2.593638444,-0.111622241,0.292298243,-0.559882443,-0.345080276,-0.741993163,-0.016710683,-0.182974509,0.763039193,-0.004633989,-0.111622241,-1.318627121,-0.320498447,5206994
"UNION PLANTERS BANK, NATIONAL ASSOCIATION",31173930,0,,3.926492188,0.332745465,-0.134346578,0.344388464,-0.198083656,-0.091083505,0.239820382,-0.182974509,-0.974355855,-0.000162736,0.332745465,0.419818437,-0.657488647,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,3.945578817,0.348781517,-0.079820681,0.276583055,-0.165923762,-0.086785412,-0.000654414,-0.182974509,-0.945271582,-0.000227237,0.348781517,0.440595052,0.103442617,34773144
"BEAL BANK, SSB",2069034,0,,1.926172282,1.398060979,6.917334454,3.891773228,2.50956259,0.178690666,-3.931864688,1.98589577,-1.396276441,-0.012713446,1.398060979,1.754026074,-0.324303617,0.433880701,0.067939803,0.348841103,-0.454311945,-0.776035045,-0.460169064,0.161157207,1.896841019,1.533836231,7.117043866,3.858648415,2.551415829,0.301483935,-3.838576742,2.23600732,-1.35750959,-0.001894433,1.533836231,1.748880467,-0.730905364,7198375
FIRST SOUTHERN BANK,128108,1,FAILURE,-0.125372854,-0.537960479,-0.188406577,0.282953564,-0.364016367,0.255433572,-2.510924372,-0.182974509,-0.566941947,0.007412886,-0.537960479,-0.355259565,0.618735659,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,-0.054024231,-0.169936062,-0.324307868,-0.160105146,-0.250087366,0.105290105,-2.353387185,-0.182974509,-0.595216054,-0.00253118,-0.169936062,-0.134551245,0.944632643,156767
TEMECULA VALLEY BANK,1510995,1,FAILURE,1.694383383,-0.572973461,-0.241140865,1.14965883,1.273270388,-0.06928465,-1.769580941,-0.182974509,-1.756838418,0.007994703,-0.572973461,-0.176152421,0.192417605,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,1.694129552,-5.591121974,-0.814130405,2.594333133,1.695310112,1.553963418,-1.956780781,-0.182974509,-1.790367251,0.097617229,-5.591121974,-0.473502438,-0.223280962,1510995
EMIGRANT BANK,6646215,0,,2.786745334,-0.035992777,0.72618185,2.289168579,0.336250812,0.425492057,0.42194911,-0.182974509,-0.06134074,-0.003738139,-0.035992777,0.025032657,-1.175133835,0.341183251,0.569671897,1.42042865,-1.111272452,-0.956664383,0.216947223,0.41736579,2.762582418,-1.860880246,0.669235453,2.114623212,0.395816373,0.429805815,0.545472557,-0.182974509,-0.111083565,-0.004401654,-1.860880246,-0.546532222,-0.639209234,13805886
"FIRST NIAGARA BANK, NATIONAL ASSOCIATION",37314587,0,,4.059086394,0.082886355,0.457104286,-0.270292111,-0.314607125,-0.45764975,0.170920978,0.641174075,-0.010397525,-0.00147407,0.082886355,-0.427089473,-0.14679517,0.341183251,0.569671897,1.42042865,-1.111272452,-0.956664383,0.216947223,0.41736579,4.064249991,0.076564552,0.463331077,-0.294096193,-0.313730256,-0.429825482,0.067003723,0.651944716,-0.042831689,-0.001062223,0.076564552,-0.421472177,-0.130897296,39860456
AMERICAN UNITED BANK,118737,1,FAILURE,-0.181391166,-2.471197028,-0.82053222,2.403902159,0.318263838,1.014655826,0.256466336,-0.182974509,-0.711594023,0.033984463,-2.471197028,-2.148022762,-0.166654811,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,-0.19512602,-0.382444853,-0.83765794,4.298768401,1.610021134,0.846297505,0.292655106,-0.182974509,-0.843138819,-0.003081577,-0.382444853,-2.211234086,-0.456140856,118737
GRANDPOINT BANK,2789782,0,,2.146581052,0.107164222,0.0678221,-0.579023255,-0.269423284,-0.618142713,0.64909581,2.690404249,-0.617384166,-0.004052725,0.107164222,-0.021345915,-0.039902686,0.433880701,0.067939803,0.348841103,-0.454311945,-0.776035045,-0.460169064,0.161157207,2.213062052,0.077298638,-0.069800395,-0.583005251,-0.294359953,-0.607337297,0.072179255,3.109681434,-0.518397804,-0.003057063,0.077298638,-0.140438524,0.868778509,3189437
FARMERS AND MERCHANTS BANK OF LONG BEACH,4779863,0,,2.543657172,0.242364694,0.58296382,0.364286588,0.037126545,0.879297595,-0.589211779,-0.182974509,1.353513581,-0.004325596,0.242364694,-0.15331855,-0.19135193,-0.585791248,-0.51016622,-0.52182378,-0.125831691,-0.896454604,0.894063511,0.41736579,2.557676704,0.176152257,0.579857004,0.270541821,0.054842157,0.963204279,-0.579592846,-0.182974509,1.501439503,-0.004325596,0.176152257,-0.293930541,0.018669445,6153600
"CENTRAL TRUST BANK, THE",2225549,0,,1.979948097,0.152010901,-0.379301522,-0.366359649,-0.331350296,0.256493758,-0.924127631,-0.10165073,1.814764666,-0.002614273,0.152010901,-1.205846134,-0.409498,-0.771186147,0.568346912,0.080944216,-0.782792199,-0.896454604,0.758640254,-0.095051377,1.889169992,0.100619338,-0.196006299,-0.302330302,-0.327580711,0.253518649,-0.785126483,-0.091547115,1.468965742,-0.001496496,0.100619338,-0.988550664,-1.871783333,2730795
EAST WEST BANK,20393597,0,,3.613549136,0.071817073,0.011395623,1.515051092,0.326308371,0.165304711,-1.23001714,-0.182974509,-0.634027129,0.002190202,0.071817073,0.031477033,0.088015199,0.341183251,1.149291449,0.214892659,-0.454311945,-0.836244824,0.216947223,0.673574374,3.62421798,0.137181086,-0.053971151,1.158499225,0.278068965,0.101500671,-1.295962765,-0.182974509,-0.569262419,0.000340266,0.137181086,0.999378377,-0.037708756,32243782
EVERBANK,24117414,0,,3.737228382,-0.009493507,-0.50977107,3.510525273,1.482759625,-0.905952928,-1.512749382,4.132139788,-1.646175138,-0.003496959,-0.009493507,-0.656542193,0.186413874,0.433880701,0.067939803,0.348841103,-0.454311945,-0.776035045,-0.460169064,0.161157207,3.769897873,-0.083374337,-0.570225795,3.42098765,1.570168227,-0.898457665,-1.43753737,4.277128785,-1.670065991,-0.003220826,-0.083374337,-0.726756699,0.327832931,26594410
EVERGREENBANK,488446,1,FAILURE,0.861590591,-0.181923308,-0.77189362,2.304445217,0.595492614,0.587809738,-1.885205317,-0.182974509,-1.362641449,-0.004037924,-0.181923308,-0.595134669,0.49309898,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.887400724,-5.816558872,-1.45765661,3.16138388,0.669668065,2.274968229,-1.20277578,-0.182974509,-0.787876057,0.096367472,-5.816558872,-0.704920389,0.215032194,505844
"COMMERCE BANK, NATIONAL ASSOCIATION",10292529,0,,3.109282239,0.318304792,-0.560575498,-0.398432621,-0.356237598,0.079769573,0.882700843,-0.182974509,-0.030871239,-0.002070501,0.318304792,0.233531611,-0.959008042,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,3.109815685,0.357934371,-0.499022477,-0.336882632,-0.360039287,0.058432845,0.766014076,-0.182974509,-0.090247248,-0.002278579,0.357934371,0.348283666,-0.209813313,24483687
HERITAGE BANKING GROUP,238552,1,FAILURE,0.333106796,-0.272715887,-0.961364591,3.098855927,2.482648034,0.717940718,-0.84691495,-0.182974509,-1.173784659,-0.001821294,-0.272715887,-0.519962072,-1.107318032,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,0.287967329,-3.415455582,-1.269413118,3.442555486,2.790238021,1.930505555,-0.854508722,-0.182974509,-1.146669769,0.053490507,-3.415455582,-0.37512241,-1.01539481,260796
FIRST GEORGIA COMMUNITY BANK,285249,1,FAILURE,0.464943655,-7.05599423,-1.12411693,5.028622592,1.78579266,4.685333849,-0.261901817,-0.182974509,-0.487893715,0.149261952,-7.05599423,-1.183106602,-1.160449287,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,0.461769883,-0.325299992,-1.092907334,7.881422898,3.596684368,4.204556698,-2.027550549,-0.182974509,-0.364095844,-0.004325596,-0.325299992,-1.733061003,-0.273357059,306534
HABERSHAM BANK,436189,1,FAILURE,0.778146261,-1.111188175,-1.392666778,6.33840432,7.47237679,1.009215936,-0.46317842,-0.182974509,-0.477144079,0.01578781,-1.111188175,-1.154895045,-0.788565416,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,0.730930921,-1.200050893,-1.465880214,7.087503704,8.819190856,1.371329445,-0.501743585,-0.182974509,-0.628369127,0.015845306,-1.200050893,-0.97833552,-1.053207913,563875
GREAT BASIN BANK OF NEVADA,281916,1,FAILURE,0.456276221,0.021203938,-0.890931184,2.043659949,-0.102003458,-0.13817994,-0.900456896,-0.182974509,0.386167024,-0.001025046,0.021203938,0.448064318,0.574238472,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,0.426933821,-3.424471934,-1.179929844,2.487379383,-0.090927476,1.492399175,-0.406381036,-0.182974509,0.29071323,0.046734406,-3.424471934,0.11861713,-0.731103662,281916
BARTOW COUNTY BANK,379911,1,FAILURE,0.676276621,-1.384858856,-1.146833284,4.180602487,2.274711796,1.178513912,-0.463451834,-0.182974509,-0.487353118,0.01583898,-1.384858856,-1.49705564,-1.266741329,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,0.630547083,-1.27309208,-1.22121103,4.494259627,4.418171134,0.660843061,-0.374968632,-0.182974509,-0.644861019,0.022313053,-1.27309208,-1.269229755,-1.026132425,445194
"BANK OF AMERICA OREGON, NATIONAL ASSOCIATION",13940581,1,,3.333012584,0.389658697,-0.017583503,0.575525155,-0.176969367,-0.649233826,-0.212908831,-0.182974509,-1.839670959,-0.003869075,0.389658697,-0.443044121,3.016741226,-0.585791248,-0.51016622,-0.52182378,-0.125831691,-0.896454604,0.894063511,0.41736579,3.266048856,0.51950438,0.257905323,0.872993991,-0.212774184,-0.611960869,-0.198635186,-0.182974509,-1.789156645,-0.002166776,0.51950438,0.271985793,-1.418308383,22022175
GLASGOW SAVINGS BANK,25561,1,FAILURE,-1.313991117,-2.776138125,-0.970833512,1.869104768,0.618617926,2.379600894,1.716024522,-0.182974509,-0.407240348,0.035285018,-2.776138125,0.551613043,-1.765469271,0.155788351,-2.083478376,-1.057617554,-0.454311945,-0.956664383,0.487793739,1.698408708,-1.369829935,-0.132226641,-0.881467807,8.449897043,-0.257536088,2.675943559,1.789764133,-0.182974509,-0.481334029,0.000238238,-0.132226641,0.829141803,-1.211433543,39416
"FIRST CITIZENS BANK AND TRUST COMPANY, INC.",8223389,0,,2.943773113,0.016616085,-0.150728835,0.793953964,0.218066059,-0.206464652,1.205307342,-0.182974509,0.487717746,-0.004216325,0.016616085,-0.918463903,-0.386797049,-0.400396348,0.188967984,-0.387875336,-0.782792199,-0.896454604,0.081523966,0.161157207,2.937420857,-0.039392938,-0.093897074,0.592541447,0.167038285,-0.236067792,1.21621547,-0.182974509,0.3984104,-0.002797575,-0.039392938,-0.682078796,-0.328092929,8492142
"FIRST STATE BANK OF WINCHESTER, ILLINOIS, THE",33937,1,FAILURE,-1.104971088,0.726821664,-1.078511121,-0.199192487,-0.374868225,-0.339212358,0.978937363,-0.182974509,0.209607642,-0.004325596,0.726821664,0.521522904,-1.160320801,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,-1.067437427,-2.285159275,-1.227050967,0.152794916,-0.374868225,-0.216364966,1.137546314,-0.182974509,0.357923412,0.017612265,-2.285159275,-0.322484083,0.407189764,45482
FIRST COMMONWEALTH BANK,6281391,0,,2.745112088,-0.513247873,-0.316394973,0.45612791,-0.032689706,0.726774132,0.049258883,-0.182974509,-0.803543472,0.017417291,-0.513247873,-0.143853313,-0.433165742,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,2.71079602,0.128149635,-0.173988277,0.305846016,-0.041787443,0.297131929,0.415548467,-0.182974509,-0.897004065,-0.002318556,0.128149635,-0.033696867,-0.819956049,6545817
HUDSON UNITED BANK,7469699,0,,2.872884212,0.286343925,-0.615209673,-0.218578264,-0.361269552,0.060071966,0.665674387,-0.182974509,0.235248285,-0.00049794,0.286343925,1.020863592,0.843540389,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,2.868837156,0.330959321,-0.563424706,-0.21564061,-0.358712028,0.083354212,0.799157578,-0.182974509,0.277338964,-0.000414222,0.330959321,0.755835694,-0.288372155,9153422
FIRST COMMERCIAL BANK,238639,1,FAILURE,0.333375693,-1.860999109,-1.384932215,3.380639565,8.501368992,2.727651171,1.289006611,-0.134118838,-1.321661833,0.020987074,-1.860999109,-0.546968039,-0.661115119,0.155788351,-2.083478376,-1.057617554,-0.454311945,-0.956664383,0.487793739,1.698408708,0.297131987,-0.850798088,-1.427243309,4.032994787,8.253798102,1.839711163,1.434896906,-0.157380417,-1.346914594,0.009218844,-0.850798088,-0.785438129,-0.854553922,368466
STRATEGIC CAPITAL BANK,672889,1,FAILURE,1.097832185,-0.157971673,-1.301330544,1.987733109,-0.374868225,0.160935993,-4.042555248,-0.182974509,1.741672585,0.034409088,-0.157971673,-0.428157089,0.474844652,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,1.047489297,-1.456785518,-1.592992039,2.862602772,-0.374868225,0.22302907,-4.450417327,-0.182974509,1.648432665,-0.00384282,-1.456785518,-0.768864843,-1.110379178,672889
SAN JOAQUIN BANK,934846,1,FAILURE,1.340305165,-0.010269454,-0.713010812,1.540393475,-0.324009393,0.314645532,-0.570966379,-0.182974509,-1.143938812,0.005565458,-0.010269454,-0.047418955,0.436502689,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,1.288110485,-3.34720482,-0.976802073,3.009137555,-0.374868225,2.902849182,-0.342463086,-0.182974509,-1.26059589,0.105832355,-3.34720482,-0.441056282,-1.144344208,934846
E*TRADE BANK,43514507,0,,4.17243911,-0.072820284,0.350192007,1.016063604,-0.263415892,0.909795948,-1.398912091,11.73661111,1.386756458,0.001578723,-0.072820284,-1.161761531,-0.856006093,-0.400396348,0.188967984,-0.387875336,-0.782792199,-0.896454604,0.081523966,0.161157207,4.179809079,0.069270128,0.31565439,0.826219055,-0.296508947,0.929099731,-1.382552237,11.6311395,1.439245314,0.002182024,0.069270128,-1.166415215,-0.093465996,49030039
BARCLAYS BANK DELAWARE,7125125,0,,2.838056576,0.355513742,0.520094366,0.427099575,-0.374868225,2.183613184,-5.109477295,-0.182974509,-1.633802415,0.039566442,0.355513742,5.845987651,-0.830118945,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,2.892419281,-0.552384212,0.344985194,0.445578741,-0.374868225,2.468246998,-5.095291464,-0.182974509,-1.613618864,0.043884239,-0.552384212,5.490028561,0.677744971,27992271
VANTAGE POINT BANK,80621,1,FAILURE,-0.46689434,-0.868529468,-1.026107607,-0.130912128,-0.341530274,-0.658482136,-0.255903431,-0.182974509,-0.954083844,-0.004325596,-0.868529468,-0.78816505,-0.214868068,-0.400396348,0.188967984,-0.387875336,-0.782792199,-0.896454604,0.081523966,0.161157207,-0.440886796,-0.64073251,-1.117676673,0.256043364,-0.342685515,-0.538704674,-0.049367304,-0.182974509,-0.494194239,0.002087103,-0.64073251,-0.918974746,0.21829327,94180
ACCESS BANK,37462,1,FAILURE,-1.032095869,-4.236771703,-1.109890657,0.670565017,6.074826611,0.555705581,1.544492985,-0.182974509,-1.232566525,0.062492638,-4.236771703,-0.114026882,-0.500847454,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,-1.018830006,-2.188017052,-1.347612602,2.587239163,5.541900567,1.108183137,1.715033371,-0.182974509,-1.029286748,0.012452161,-2.188017052,0.075682571,0.006010642,44440
VALLEY BANK,94351,1,FAILURE,-0.350921736,-1.748159787,-1.538808431,0.669566846,0.061271412,3.740293154,-0.900517695,-0.182974509,-0.166742049,0.022523996,-1.748159787,-1.16571637,-1.327294053,-0.400396348,0.188967984,-0.387875336,-0.782792199,-0.896454604,0.081523966,0.161157207,-0.420422668,-0.69621756,-1.529649515,2.535702203,0.658094996,4.066654291,-1.034463128,-0.182974509,-0.221957139,0.001084812,-0.69621756,-1.032578685,-1.465927942,181579
CHARLES SCHWAB BANK,75341000,0,,4.577244886,0.024617917,-0.586848789,-0.581119075,-0.36871748,-0.756250855,1.892051059,-0.182974509,3.266948914,-0.002150373,0.024617917,-1.62288293,0.314464548,-0.771186147,0.568346912,0.080944216,-0.782792199,-0.896454604,0.758640254,-0.095051377,4.673194652,0.022445435,-0.730077285,-0.625250555,-0.369467884,-0.786676202,1.926861141,0.261747665,3.321023618,-0.003918333,0.022445435,-1.810970423,1.320435127,139069000
SALLIE MAE BANK,6524497,0,,2.773114653,0.920254755,0.956350838,-0.456784923,-0.374868225,0.042487154,-3.408081203,15.68493217,-0.100772895,0.003823323,0.920254755,1.555864296,-1.86613814,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,2.843485263,0.747666859,0.791633903,-0.441598675,-0.374868225,-0.273778881,-3.241066098,15.20774191,-0.5336265,-0.002936545,0.747666859,1.013592401,0.929432033,15055885
M&I MARSHALL & ILSLEY BANK,51571329,0,,4.297710005,-0.884882678,-0.414781093,1.027755413,0.202450703,1.069223877,-1.343741442,-0.182974509,-1.143032754,0.02399067,-0.884882678,-0.810788652,-0.561344832,1.175460299,1.644236672,-0.722746445,0.85960907,-0.836244824,1.300333284,-3.681971547,4.278621882,-0.96842789,-0.274309243,0.883330567,0.371529547,1.291543124,-1.168903717,-0.182974509,-1.065882102,0.028552842,-0.96842789,-0.724411008,-0.549796038,57680687
"FLORIDA COMMUNITY BANK, NATIONAL ASSOCIATION",3494665,0,,2.312708292,-0.590016096,0.188415957,5.390247139,1.339954558,-0.443771089,-1.17254278,-0.146159353,1.320230796,0.013557621,-0.590016096,-0.833077228,1.11841715,0.155788351,-2.083478376,-1.057617554,-0.454311945,-0.956664383,0.487793739,1.698408708,2.281991794,-0.437744573,0.254119288,4.827690608,1.554616488,-0.048022178,-0.917602039,-0.169811827,1.209644258,0.014217666,-0.437744573,-0.452812229,-0.755591431,7155458
PEOTONE BANK AND TRUST COMPANY,152470,1,FAILURE,0.003012047,-1.478987331,-1.075534119,4.652517857,-0.177921073,0.280492646,-0.675937996,-0.182974509,-0.458950993,-0.002680815,-1.478987331,-0.845083136,-0.065924002,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,-0.051931743,0.158004724,-1.023503056,5.787477536,-0.162686938,0.302684575,-0.556863628,-0.182974509,-0.730886715,-0.004325596,0.158004724,-0.752041807,-1.194925177,152470
"HARLEYSVILLE NATIONAL BANK AND TRUST COMPANY, THE",1786309,0,,1.817819223,0.204951312,-0.717855649,-0.572218903,-0.374868225,-0.322429232,-0.03935287,-0.182974509,0.590570788,-0.002570322,0.204951312,-0.524054777,-0.137947137,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,1.817162528,0.194437694,-0.655423625,-0.62163748,-0.374868225,-0.32663113,-0.030953329,-0.182974509,0.567718681,-0.003045451,0.194437694,-0.512314734,-0.230178165,5633948
"MARSHALL BANK, NATIONAL ASSOCIATION",65828,1,FAILURE,-0.616384686,-1.457946107,0.002790808,1.241754245,-0.058085892,0.769420184,0.565293072,-0.182974509,-0.295807115,0.012426483,-1.457946107,-0.84437698,-1.016497322,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,-0.658736231,-7.854502641,-0.774157961,2.315699681,-0.374868225,1.82114184,0.878641847,-0.182974509,-0.080813147,0.138145869,-7.854502641,-0.570601227,-0.964778527,88495
VALLEY COMMUNITY BANK,154101,1,FAILURE,0.01085874,-1.059200599,-1.336722251,6.033300722,3.30647252,2.080249947,-0.504498465,-0.182974509,-0.199162871,0.005900294,-1.059200599,-1.184732271,-0.24644844,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,-0.05050537,-1.030146377,-1.375438903,5.12534286,5.065169947,1.795715984,-0.322357264,-0.182974509,-0.479414357,-0.002939238,-1.030146377,-1.135635673,-1.313789804,177526
SECURITY BANK OF HOUSTON COUNTY,351787,1,FAILURE,0.619558886,-0.157644197,-0.865033865,1.307837793,1.004064336,-0.039854411,-0.790920551,-0.182974509,-0.359293626,0.00241333,-0.157644197,-0.732739379,0.194754244,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,0.683552729,-1.190816037,-1.006109651,1.872357604,0.933895346,0.054979303,-0.491202193,-0.182974509,0.170564414,0.046459139,-1.190816037,-1.409868065,0.829826428,383678
