Financial Institution Name,total_assets,defaulter,Failure_Assistance ,log_TA,NI_to_TA,Equity_to_TA,NPL_to_TL,REO_to_TA,ALLL_to_TL,core_deposits_to_TA,brokered_deposits_to_TA,liquid_assets_to_TA,loss_provision_to_TL,ROA,NIM,assets_growth,term_spread,stock_mkt_growth,real_gdp_growth,unemployment_rate_change,treasury_yield_3m,bbb_spread,bbb_spread_change,log_TA_plus_1Q,NI_to_TA_plus_1Q,Equity_to_TA_plus_1Q,NPL_to_TL_plus_1Q,REO_to_TA_plus_1Q,ALLL_to_TL_plus_1Q,core_deposits_to_TA_plus_1Q,brokered_deposits_to_TA_plus_1Q,liquid_assets_to_TA_plus_1Q,loss_provision_to_TL_plus_1Q,ROA_plus_1Q,NIM_plus_1Q,assets_growth_plus_1Q,max_total_assets
"SILVERTON BANK, N.A.",2904745,1,FAILURE,2.176360668,-0.504038372,-0.5289101,2.135870484,0.425318418,0.028984564,-4.584343228,-0.182974509,-0.081908367,0.02202902,-0.504038372,-0.869672079,0.625950786,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,2.194948322,-0.532128852,-0.674095596,2.26840656,0.471390943,-0.02673555,-4.674253208,-0.182974509,-0.441099936,0.012326971,-0.532128852,-0.973636536,0.095120535,3155328
CITIZENS STATE BANK,199341,1,FAILURE,0.200683504,-2.765739189,-0.792924173,3.100604227,2.728109549,0.645346049,0.37749461,-0.182974509,-0.996405956,0.036959006,-2.765739189,-0.591146233,-0.127600339,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.19485243,-0.691729346,-0.838840463,2.58159417,4.426674936,0.662523636,0.472030121,-0.182974509,-1.021348739,-0.000765118,-0.691729346,-0.933697828,-0.319101604,211266
"HUDSON VALLEY BANK, N.A.",3113803,0,,2.22761251,-0.123732377,-0.365485181,-0.306192413,-0.374868225,-0.039790223,1.508075544,0.265876119,0.361915663,-0.003535148,-0.123732377,-0.495589966,-0.646074065,0.155788351,-0.140685416,0.482789546,-0.454311945,-0.956664383,-0.460169064,0.41736579,2.231885092,-0.221163463,-0.341581941,-0.387560441,-0.374868225,-0.110640152,1.501040523,0.545213494,0.20087717,-0.003631521,-0.221163463,-0.370342749,-0.146045238,3219213
"FRONTIER BANK, FSB DBA EL PASEO BANK",95203,1,FAILURE,-0.344292413,0.939378513,-1.166690321,1.82437245,0.13914274,2.747711319,0.575442382,-0.182974509,0.020619965,-0.039197754,0.939378513,0.282070102,-9.356460945,0.341183251,0.42420515,1.487402872,-1.76823296,-0.956664383,-0.595592322,-0.35125996,-0.357019893,-1.521652941,-1.293478737,1.292185427,0.143138728,3.012780206,0.717076157,-0.182974509,0.241997438,-0.004325596,-1.521652941,-0.404187746,-0.438592791,259384
COOPERATIVE BANK,973207,1,FAILURE,1.369961512,-0.292842321,-0.541790366,0.141284724,0.040058522,-0.180817759,-2.615803344,-0.182974509,-1.597447456,0.001988132,-0.292842321,-0.795377713,-0.030854536,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,1.376526875,-1.586921276,-0.702111331,0.140812443,0.254889422,0.090312816,-2.115557602,-0.182974509,-1.661690318,0.006087857,-1.586921276,-0.761606816,-0.107103245,981910
ALLY BANK,100770791,0,,4.79171165,0.164768532,0.758553093,-0.591479794,-0.366499716,-0.53150407,-2.548357337,2.627416082,-1.181304545,-0.003808503,0.164768532,-1.313577234,-0.315940115,0.155788351,-0.140685416,0.482789546,-0.454311945,-0.956664383,-0.460169064,0.41736579,4.8183307,0.110143514,0.695332273,-0.597920072,-0.366263248,-0.696838696,-2.542538776,2.581609802,-1.208592281,-0.003881885,0.110143514,-1.348004746,0.228389323,111306727
AMBOY BANK,2800382,0,,2.149377724,0.294684012,-0.655725209,3.449315815,2.068687979,1.678613806,-0.885001931,-0.182974509,-0.199617863,-0.004325596,0.294684012,-0.697583528,0.044270356,1.175460299,1.644236672,-0.722746445,0.85960907,-0.836244824,1.300333284,-3.681971547,2.131287575,-0.257029782,-0.704110159,2.815408385,3.740323238,1.367179977,-0.579270317,-0.182974509,-0.236052268,-0.004325596,-0.257029782,-0.585418719,-0.532284937,2932708
COMPASS BANK FOR SAVINGS,3984029,0,,2.409354961,0.148546451,-0.443343292,-0.45286453,-0.366726159,-0.322421952,-0.526163861,-0.182974509,-1.182141625,-0.002947719,0.148546451,-0.559347877,2.011471455,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,2.407190557,0.06435885,-0.410826821,-0.354454811,-0.372371763,-0.269893096,-0.410041805,-0.182974509,-1.040481585,-0.0028281,0.06435885,-0.241664172,-0.256024277,3984029
CENTRAL BANK OF GEORGIA,279548,1,FAILURE,0.450055769,-3.322517282,-1.385523396,3.367812877,4.629359345,1.565639657,-1.598102122,-0.182974509,-0.81459337,0.053662304,-3.322517282,-0.681973225,0.192925879,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,0.421348932,-0.187230649,-1.344126637,3.5116338,4.420224638,1.543530674,-1.535156675,-0.182974509,-0.98075521,-0.004325596,-0.187230649,-0.265229979,-0.719792716,404349
SUNTRUST BANK,166486046,0,,5.161955484,-0.077336369,0.201631326,0.645191975,-0.00737505,0.43233065,0.262524308,1.21169001,-0.889359409,0.002140611,-0.077336369,-0.38212446,-0.166987405,0.155788351,-2.083478376,-1.057617554,-0.454311945,-0.956664383,0.487793739,1.698408708,5.182940576,-0.139197847,0.127537157,0.632081386,-0.035365196,0.286261798,0.206585005,1.162397158,-0.936555978,0.001522854,-0.139197847,-0.369012804,0.135054433,186710993
FIRST NATIONAL BANK OF THE SOUTH,786443,1,FAILURE,1.212829263,-2.620101824,-1.313934774,5.248750019,0.552476891,1.930227622,-1.909541843,-0.182974509,-0.420183215,0.031178347,-2.620101824,-1.914095932,-1.008873165,1.175460299,1.644236672,-0.722746445,0.85960907,-0.836244824,1.300333284,-3.681971547,1.147537999,-2.148189173,-1.518226782,6.209023135,0.824509251,2.26883463,-1.642250005,-0.182974509,-0.549712313,0.038474614,-2.148189173,-1.453531638,-1.387008168,861411
"GORDON BANK, THE",30620,1,FAILURE,-1.180819135,-3.899464771,-0.831944236,10.3028484,10.08575699,2.676832369,0.827667868,-0.182974509,-0.125243226,0.039423996,-3.899464771,-1.744938457,-1.59896024,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,-1.154094617,-0.452880518,-0.891492754,9.947706337,8.39111626,2.578316168,0.95644226,-0.182974509,0.047009308,-0.004325596,-0.452880518,-1.169036164,0.230129749,42362
FIRST BANK,6477155,0,,2.767744216,-0.010889727,-0.215622275,0.666768714,1.204156568,1.534166289,0.984765764,-0.165412119,0.90191844,-0.004325596,-0.010889727,-0.614518323,-0.335870638,-0.771186147,0.568346912,0.080944216,-0.782792199,-0.896454604,0.758640254,-0.095051377,2.767372277,-0.106254686,-0.188567841,0.430141688,0.942138735,1.116166319,1.001898915,-0.164225222,1.037024422,-0.004325596,-0.106254686,-0.70851028,-0.225302622,10868961
USA BANK,223155,1,FAILURE,0.283903933,-2.97536488,-1.179224779,9.219993994,0.453694464,1.863363329,-1.743126563,-0.182974509,-0.48922773,0.043669248,-2.97536488,-1.268950419,-0.486323447,1.175460299,1.644236672,-0.722746445,0.85960907,-0.836244824,1.300333284,-3.681971547,0.278504273,-3.289047239,-1.529103621,11.66042437,0.410415689,0.546116817,-1.598514737,-0.182974509,-0.437709175,0.035083022,-3.289047239,-2.137228452,-0.31166375,227884
RELIANCE BANK,27536,1,FAILURE,-1.259105673,-1.65658945,-1.096743492,7.777163305,-0.374868225,3.208954924,0.932099143,-0.182974509,0.407562737,-0.004325596,-1.65658945,-0.940051648,0.100443232,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,-1.185942651,-3.438206755,-1.525231754,5.505094091,-0.374868225,1.376984437,1.135749281,-0.182974509,0.555072388,0.037116402,-3.438206755,-1.294173999,0.97277931,33535
NORTH GEORGIA BANK,173635,1,FAILURE,0.098870713,-0.654968118,-1.165659212,9.058052901,1.703087201,0.264099534,-0.698330186,-0.182974509,-0.527662027,-0.00385434,-0.654968118,-2.24945523,-0.766776075,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,0.063743397,-2.684943464,-1.376935336,7.34501557,3.389839043,-0.199733921,-0.761600751,-0.182974509,-0.526120687,0.032272095,-2.684943464,-2.027780699,-0.834505557,196417
LIBERTYPOINTE BANK,243791,1,FAILURE,0.349127041,-0.789201063,-0.875441312,4.56042659,0.352766404,1.151860304,-0.09953629,-0.182974509,-1.0439473,0.00226248,-0.789201063,-0.541815323,-0.727023515,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.280887252,-2.206263729,-1.027498873,4.126894008,1.509237532,1.566754209,-0.34829279,-0.182974509,-1.249658003,0.017145446,-2.206263729,-0.839927117,-1.44223767,270551
"UNION BANK OF ARIZONA, NATIONAL ASSOCIATION",145816,1,FAILURE,-0.029894448,-0.718172017,-0.285378546,2.532126667,2.698893559,0.17743339,0.016420937,-0.182974509,-1.268063241,0.016219085,-0.718172017,-0.840025966,0.512335396,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,-0.080501657,-4.186657035,-0.613588917,6.996344731,7.425841513,2.6230243,-0.165956699,-0.182974509,-1.384073278,0.124957786,-4.186657035,-1.555419327,-1.115222065,150603
CARSON RIVER COMMUNITY BANK,53775,1,FAILURE,-0.765523066,-1.687141208,-0.318871296,0.807710342,4.9420973,0.906551071,-1.658940621,-0.182974509,-0.675468338,0.009556155,-1.687141208,-0.762864319,1.600435839,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,-0.800025607,-2.054562309,-0.451585634,2.493556155,4.774157396,1.055249562,-0.945905833,-0.182974509,-0.849971143,0.01298582,-2.054562309,-0.560971268,-0.823298984,53775
"PEOPLES BANK, THE",470884,1,FAILURE,0.83458746,-2.34342322,-0.928361617,2.136430663,3.668853923,0.486704166,-1.080927275,-0.182974509,-0.306681962,0.037007712,-2.34342322,-1.246636561,-0.580274996,1.175460299,1.644236672,-0.722746445,0.85960907,-0.836244824,1.300333284,-3.681971547,0.864978289,-3.120711655,-1.380227116,4.272156695,2.720625426,0.981520133,-0.522704294,-0.182974509,0.086262501,0.063419579,-3.120711655,-1.577128699,0.290477113,520793
COMMUNITY NATIONAL BANK AT BARTOW,75045,1,FAILURE,-0.519747931,-0.991424067,-0.757087382,1.591097905,4.740506198,-0.078351561,-1.200428637,-0.182974509,-1.312059345,-0.004325596,-0.991424067,-0.380840838,-0.942920651,1.175460299,1.644236672,-0.722746445,0.85960907,-0.836244824,1.300333284,-3.681971547,-0.510801162,-2.445440586,-1.025416756,1.916787513,4.506785534,1.421251745,-1.912827207,-0.182974509,-0.936641112,0.063871188,-2.445440586,-0.597785611,-0.066783968,119686
"JOHN WARNER BANK, THE",79751,1,FAILURE,-0.474895531,-0.255411245,-0.238706439,1.06666357,-0.340004466,-0.777058069,0.030994364,-0.182974509,0.831765157,-0.004325596,-0.255411245,0.720179369,-1.053032434,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,-0.507604393,-2.967389274,-0.408613833,3.311877966,-0.338423302,0.156615889,0.556633503,-0.182974509,0.842482018,0.030848193,-2.967389274,-1.377525158,-0.791178458,96300
METROPACIFIC BANK,67419,1,FAILURE,-0.59877332,-0.365785417,0.768869788,2.09327796,-0.374868225,0.166727793,-1.968407128,-0.182974509,-1.323208418,-0.004325596,-0.365785417,-0.471502677,-0.0398329,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,-0.501405479,-3.071773031,0.1273266,4.113303947,2.605465054,0.992449204,-1.096734421,-0.182974509,-1.139186488,0.030168798,-3.071773031,-0.845295191,1.3417176,77393
BANNER BANK,4188917,0,,2.446336804,-0.702521,0.087610354,0.693871045,1.815726381,0.99413407,-0.42864722,-0.182974509,-1.101815228,0.00929979,-0.702521,0.071955013,-0.78312539,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,2.427693382,-0.53947373,0.105977577,0.394032145,1.708659772,1.049218437,-0.291566344,0.382107287,-1.076639031,0.007514979,-0.53947373,0.11146776,-0.541990088,9524019
CITIZENS BANK OF MASSACHUSETTS,24958446,0,,3.762506619,0.167092865,0.10089275,-0.596821271,-0.27919994,0.03996715,0.364362748,-0.182974509,0.242973685,-0.001325904,0.167092865,-0.296509971,0.127155091,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,3.806244117,0.181674335,0.182488763,-0.619774987,-0.292348539,-0.061195625,0.381297396,-0.182974509,0.064405319,-0.00308522,0.181674335,-0.267521494,0.507646104,37112775
INDEPENDENT BANKERS' BANK,612302,1,FAILURE,1.028250737,-4.462766548,-1.76522943,-0.474378975,-0.374868225,0.558379088,-2.238083043,-0.182974509,1.784610501,0.009193329,-4.462766548,-0.593216292,0.24016185,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,1.085291639,-2.220511214,-1.504481915,-0.077606869,-0.374868225,0.619000027,-0.749682016,-0.182974509,1.834458835,0.000387753,-2.220511214,-1.012535168,0.720234858,695495
COMMUNITY NATIONAL BANK OF SARASOTA COUNTY,103598,1,FAILURE,-0.281973462,-1.738123577,-0.328764409,3.4201877,2.301829396,0.273915747,-0.244764897,-0.182974509,-1.433011562,0.019613936,-1.738123577,-0.080126712,-0.177161942,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,-0.308092173,-2.181436256,-0.485048051,4.013680899,2.322327643,0.208488038,0.383305808,-0.182974509,-1.499841313,0.017521153,-2.181436256,-0.529966671,-0.673833124,114293
NORTH MILWAUKEE STATE BANK,78570,1,FAILURE,-0.485897719,-0.618509185,-0.728740315,5.569833167,4.096970437,1.771368822,-1.766722198,0.449628232,-0.098775915,0.003735484,-0.618509185,-0.284428602,0.315025935,0.433880701,0.067939803,0.348841103,-0.454311945,-0.776035045,-0.460169064,0.161157207,-0.556072994,-2.170696836,-0.847743278,5.473942713,5.826502636,3.266988782,-1.817262969,0.512784014,-0.279777147,0.048088628,-2.170696836,-0.860329642,-1.478611947,94646
"SOVEREIGN BANK, NATIONAL ASSOCIATION",76431227,0,,4.587839661,-0.071206661,0.946715757,-0.022675509,-0.288339375,0.190203729,-0.670521219,0.730523734,-0.573203902,-0.00388483,-0.071206661,-1.174704878,-0.784935027,-0.400396348,0.188967984,-0.387875336,-0.782792199,-0.896454604,0.081523966,0.161157207,4.566179806,-0.125666602,1.033607976,-0.042107758,-0.265120927,0.13163021,-0.412458894,0.427474347,-0.659159404,-0.004325596,-0.125666602,-1.181858779,-0.59503069,90192245
TOWNEBANK,4570927,0,,2.510696435,0.061369654,0.207628244,-0.636266792,0.472126051,-0.28627817,-0.037434914,1.084075713,-0.839991023,-0.004104717,0.061369654,-0.3827804,-0.285639515,0.341183251,0.569671897,1.42042865,-1.111272452,-0.956664383,0.216947223,0.41736579,2.526982608,0.03045051,0.186548149,-0.601425698,0.406402631,-0.292033253,0.050492099,0.949473955,-0.738310618,-0.003953544,0.03045051,-0.395574391,0.05666266,6296584
COMMUNITY BANK & TRUST,1272478,1,FAILURE,1.567688708,-0.511480794,-0.8968966,2.343502564,1.310091575,0.560239357,-0.361260325,-0.182974509,-0.84324438,0.002538884,-0.511480794,-1.039571998,-0.260315673,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,1.58490184,-0.62087328,-0.969803014,3.788876257,1.8336217,0.588712355,-0.330791133,-0.182974509,-0.722930944,0.003371262,-0.62087328,-1.533429036,0.072166621,1302529
FIRST HAWAIIAN BANK,15364128,0,,3.404715367,0.209119917,1.055209113,-0.513709334,-0.357169528,-0.130348069,-0.9582924,-0.182974509,0.201203457,-0.001316196,0.209119917,-0.267516513,0.246581765,0.155788351,-2.083478376,-1.057617554,-0.454311945,-0.956664383,0.487793739,1.698408708,3.426755087,0.205700714,0.966470372,-0.524667113,-0.365383678,-0.126996172,-1.017629542,-0.182974509,0.216315084,-0.00183965,0.205700714,-0.39312147,0.152580204,19336922
COMMERCE BANK OF SOUTHWEST FLORIDA,77381,1,FAILURE,-0.497142779,-1.084532576,-0.751354579,4.218788953,0.313819912,-0.112801928,-1.353615594,-0.182974509,-1.196207947,0.004156755,-1.084532576,-1.141528872,0.914804887,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,-0.525489366,-1.72417808,-0.873602671,4.750764845,1.713660834,0.384680866,-1.466011785,-0.182974509,-1.116063359,0.013995311,-1.72417808,-1.536454996,-0.713385779,82931
BANK OF ELMWOOD,342184,1,FAILURE,0.599148417,-5.455307361,-1.368044954,2.156046042,0.241316314,1.787125748,-1.564959145,-0.182974509,-1.387556727,0.076478102,-5.455307361,-0.365000806,-1.069465884,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.587735438,0.138682337,-1.286381583,2.427228702,0.389014312,1.82561691,-1.126338367,-0.182974509,-1.349746005,-0.004325596,0.138682337,-0.489735143,-0.415730677,366229
"PNC BANK, NATIONAL ASSOCIATION",292503471,0,,5.577553721,0.154656506,0.21384092,0.620168217,-0.076772436,0.440444193,0.053582823,-0.161644799,-0.48896438,-0.001767247,0.154656506,-0.225599817,-0.189629669,-0.771186147,0.568346912,0.080944216,-0.782792199,-0.896454604,0.758640254,-0.095051377,5.583887103,0.021989411,0.179693627,0.518749864,-0.096076138,0.398736117,0.208842511,-0.163068206,-0.486566762,-0.000733126,0.021989411,-0.219877393,-0.111037851,351502429
"TEAMBANK, NATIONAL ASSOCIATION",704541,1,FAILURE,1.131729689,-0.234870069,-0.418889874,0.385892536,-0.2923879,-0.114136292,-0.684833135,-0.182974509,-0.5921332,0.005857011,-0.234870069,-0.300136577,0.043142365,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,1.107817323,-1.608036534,-0.563848591,2.1192083,-0.032035326,0.376446639,-0.875233681,-0.182974509,-0.738705733,0.012552834,-1.608036534,-0.302800859,-0.634780308,704541
FIRST REPUBLIC BANK,4861575,0,,2.556157289,-0.05972781,-0.935827859,-0.639679378,-0.374868225,-0.638928881,-0.053699048,-0.182974509,-0.954810605,-0.002006531,-0.05972781,-0.282596267,-0.004481723,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,2.586080729,0.064195265,-0.939894701,-0.667019178,-0.374868225,-0.73640133,0.017435857,-0.182974509,-1.03000465,-0.00377938,0.064195265,-0.493232358,0.282800585,11698307
"FLAGSTAR BANK, FSB",12720666,0,,3.265480194,0.552321406,0.04509608,3.956486246,2.276570463,1.071333663,-1.530152507,1.387378579,-0.638498317,0.004504638,0.552321406,-1.663116387,-0.575119435,-0.400396348,0.188967984,-0.387875336,-0.782792199,-0.896454604,0.081523966,0.161157207,3.209624973,-0.051949354,0.233618805,3.634979798,1.843082694,1.053526594,-1.364169108,0.903002009,-0.403797942,-0.003005605,-0.051949354,-1.666663843,-1.211736277,14885738
"COWLITZ BANK, THE",577835,1,FAILURE,0.985525189,-1.262289474,-0.821272569,3.767195749,0.440890273,1.02522571,-1.828157734,-0.182974509,-0.068075979,0.033782478,-1.262289474,-0.852869256,-0.263635433,1.175460299,1.644236672,-0.722746445,0.85960907,-0.836244824,1.300333284,-3.681971547,0.951807581,-3.799279194,-1.196536265,3.308665165,0.355146609,0.997539988,-1.713314467,-0.182974509,0.100574458,0.052321361,-3.799279194,-1.341070219,-0.809233091,591760
"RBS CITIZENS, NATIONAL ASSOCIATION",105114761,0,,4.822834908,-0.049875234,1.167125331,-0.047876216,-0.314576948,-0.124089813,0.275078807,0.806429206,-0.86557679,-0.001673493,-0.049875234,-0.890204154,-0.184034598,-0.400396348,0.188967984,-0.387875336,-0.782792199,-0.896454604,0.081523966,0.161157207,4.781355436,-5.336398006,0.706191849,-0.057312575,-0.319768458,-0.121527398,0.550561958,0.135986664,-0.869400368,-0.001101492,-5.336398006,-0.904145604,-0.948984804,134825901
"BANKERS TRUST COMPANY, NATIONAL ASSOCIATION",2492072,0,,2.063361144,-0.126573485,-0.729526267,-0.353853139,0.955722737,-0.286377042,-0.765511596,-0.182974509,-0.048514624,0.002484136,-0.126573485,-0.674610653,-0.272124976,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,2.106294321,-0.095921012,-0.687810964,-0.150678023,0.996536453,-0.081640052,-0.799874549,-0.182974509,0.065990524,0.002277615,-0.095921012,-0.756880537,0.494669671,3378702
MUTUAL BANK,1678284,1,FAILURE,1.77181767,-0.643668492,-0.699301366,3.739668782,2.448762685,0.591336513,-1.260359069,-0.182974509,-1.40459769,0.008908255,-0.643668492,-1.035649795,-0.368638579,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,1.778328496,-4.520785169,-1.153529305,4.575413015,2.234166056,0.645041485,-1.764237995,-0.182974509,-1.13396861,0.06636542,-4.520785169,-2.189848117,-0.108028128,1698196
